"id_pedido","id_produto","qtd","preco_unit","desconto"
65285,13,2,236.78,7.10
65285,9,5,247.20,7.42
65286,1,9,190.94,11.46
65287,15,2,252.50,2.53
65287,2,10,229.05,16.03
65287,19,6,798.36,23.95
65288,7,6,439.56,4.40
65288,4,7,664.36,53.15
65288,14,8,193.47,15.48
65289,2,8,229.05,9.16
65289,5,1,105.06,4.20
65290,8,10,267.22,10.69
65291,17,8,835.98,41.80
65291,20,7,904.09,9.04
65292,14,6,193.47,3.87
65293,15,8,252.50,25.25
65293,5,4,105.06,7.35
65294,3,4,959.40,9.59
65295,3,2,959.40,9.59
65296,17,5,835.98,83.60
65297,19,1,798.36,39.92
65298,14,6,193.47,3.87
65299,20,4,904.09,81.37
65300,11,5,528.31,26.42
65300,2,8,229.05,2.29
65301,15,4,252.50,17.68
65301,19,1,798.36,55.89
65302,1,8,190.94,13.37
65302,13,6,236.78,4.74
65302,16,4,872.56,61.08
65303,18,2,817.73,65.42
65303,15,3,252.50,15.15
65303,17,9,835.98,50.16
65304,7,4,439.56,0.00
65305,5,3,105.06,9.46
65306,10,9,820.94,82.09
65306,20,6,904.09,36.16
65306,14,9,193.47,17.41
65307,19,4,798.36,0.00
65307,9,7,247.20,22.25
65307,1,9,190.94,13.37
65308,1,1,190.94,11.46
65308,13,7,236.78,11.84
65309,7,1,439.56,39.56
65309,9,4,247.20,4.94
65309,13,3,236.78,18.94
65309,2,6,229.05,0.00
65310,18,10,817.73,32.71
65310,6,9,345.27,10.36
65310,19,9,798.36,79.84
65311,7,6,439.56,43.96
65312,13,4,236.78,4.74
65313,19,9,798.36,23.95
65314,17,5,835.98,66.88
65314,19,3,798.36,39.92
65315,17,10,835.98,75.24
65316,16,5,872.56,17.45
65317,11,3,528.31,15.85
65318,2,3,229.05,16.03
65319,16,6,872.56,69.80
65319,13,5,236.78,16.57
65320,8,9,267.22,16.03
65320,11,10,528.31,5.28
65320,8,5,267.22,5.34
65321,19,7,798.36,0.00
65321,13,4,236.78,23.68
65321,4,2,664.36,26.57
65321,10,1,820.94,57.47
65322,15,3,252.50,22.72
65322,10,10,820.94,73.88
65323,14,9,193.47,17.41
65324,5,4,105.06,2.10
65325,6,4,345.27,3.45
65326,13,2,236.78,11.84
65327,7,1,439.56,13.19
65327,4,6,664.36,46.51
65328,20,7,904.09,72.33
65328,19,2,798.36,23.95
65328,20,6,904.09,9.04
65328,8,4,267.22,8.02
65329,8,5,267.22,16.03
65329,1,8,190.94,1.91
65329,13,10,236.78,7.10
65330,1,8,190.94,7.64
65331,19,5,798.36,55.89
65332,18,5,817.73,16.35
65333,11,1,528.31,42.26
65333,7,10,439.56,8.79
65333,1,4,190.94,13.37
65334,4,7,664.36,59.79
65335,11,2,528.31,10.57
65336,14,2,193.47,19.35
65336,16,9,872.56,87.26
65337,3,7,959.40,9.59
65338,13,2,236.78,0.00
65338,19,8,798.36,47.90
65338,17,10,835.98,50.16
65339,12,4,491.65,19.67
65340,16,1,872.56,34.90
65340,4,7,664.36,46.51
65340,10,4,820.94,24.63
65341,9,4,247.20,14.83
65341,3,10,959.40,57.56
65342,19,5,798.36,71.85
65342,15,7,252.50,5.05
65342,4,8,664.36,13.29
65343,18,10,817.73,81.77
65344,1,1,190.94,11.46
65344,5,9,105.06,0.00
65344,6,7,345.27,0.00
65344,9,4,247.20,19.78
65345,13,5,236.78,9.47
65346,15,2,252.50,12.63
65347,11,5,528.31,5.28
65348,10,6,820.94,32.84
65348,14,5,193.47,19.35
65349,2,1,229.05,20.61
65350,19,10,798.36,15.97
65351,14,1,193.47,13.54
65351,11,8,528.31,26.42
65352,19,5,798.36,79.84
65352,15,6,252.50,17.68
65353,8,8,267.22,2.67
65353,12,4,491.65,19.67
65354,20,7,904.09,27.12
65355,2,2,229.05,22.91
65356,10,9,820.94,73.88
65357,7,6,439.56,30.77
65357,14,8,193.47,11.61
65358,13,1,236.78,21.31
65359,4,4,664.36,53.15
65360,3,5,959.40,28.78
65361,11,7,528.31,42.26
65361,5,5,105.06,6.30
65362,13,7,236.78,21.31
65363,12,5,491.65,29.50
65363,15,7,252.50,5.05
65363,12,6,491.65,49.17
65363,5,1,105.06,6.30
65364,9,6,247.20,0.00
65364,17,2,835.98,0.00
65365,15,9,252.50,20.20
65366,4,4,664.36,13.29
65366,20,10,904.09,18.08
65367,9,9,247.20,17.30
65368,10,7,820.94,57.47
65369,18,6,817.73,32.71
65369,13,8,236.78,0.00
65369,14,1,193.47,7.74
65370,13,7,236.78,21.31
65370,7,5,439.56,4.40
65371,3,6,959.40,86.35
65371,7,6,439.56,17.58
65372,20,6,904.09,18.08
65372,16,10,872.56,17.45
65372,20,9,904.09,54.25
65373,8,7,267.22,8.02
65373,7,2,439.56,13.19
65373,15,6,252.50,17.68
65374,19,1,798.36,23.95
65375,15,1,252.50,17.68
65376,2,8,229.05,4.58
65376,20,6,904.09,18.08
65376,1,3,190.94,19.09
65376,15,4,252.50,5.05
65377,1,1,190.94,13.37
65378,17,6,835.98,66.88
65378,3,2,959.40,95.94
65379,15,4,252.50,20.20
65380,11,4,528.31,0.00
65381,5,6,105.06,9.46
65381,17,1,835.98,0.00
65381,12,7,491.65,19.67
65382,5,6,105.06,0.00
65383,4,10,664.36,59.79
65384,15,8,252.50,0.00
65384,6,8,345.27,3.45
65385,20,10,904.09,90.41
65385,18,2,817.73,73.60
65385,1,8,190.94,13.37
65386,16,9,872.56,87.26
65387,20,5,904.09,9.04
65388,3,7,959.40,38.38
65389,5,2,105.06,5.25
65389,6,6,345.27,6.91
65390,12,3,491.65,4.92
65390,1,3,190.94,3.82
65391,8,5,267.22,2.67
65392,1,3,190.94,19.09
65392,1,3,190.94,9.55
65392,14,10,193.47,9.67
65393,20,8,904.09,90.41
65393,7,8,439.56,35.16
65394,11,3,528.31,21.13
65394,3,7,959.40,0.00
65394,19,10,798.36,15.97
65394,4,9,664.36,53.15
65395,13,5,236.78,7.10
65396,15,5,252.50,5.05
65397,13,2,236.78,11.84
65398,20,5,904.09,9.04
65399,5,5,105.06,8.40
65400,12,3,491.65,19.67
65400,9,1,247.20,2.47
65401,17,4,835.98,58.52
65402,20,5,904.09,36.16
65402,9,9,247.20,24.72
65402,7,7,439.56,39.56
65403,18,6,817.73,65.42
65403,9,1,247.20,19.78
65404,10,3,820.94,0.00
65404,9,5,247.20,2.47
65404,1,8,190.94,11.46
65405,8,1,267.22,8.02
65406,20,8,904.09,54.25
65407,15,8,252.50,7.57
65408,7,8,439.56,43.96
65408,10,9,820.94,41.05
65408,2,8,229.05,9.16
65409,4,4,664.36,66.44
65409,10,2,820.94,82.09
65409,13,4,236.78,14.21
65410,7,7,439.56,35.16
65410,16,8,872.56,52.35
65410,18,2,817.73,40.89
65410,4,5,664.36,6.64
65411,7,9,439.56,21.98
65412,12,1,491.65,14.75
65412,10,9,820.94,8.21
65412,5,7,105.06,8.40
65413,2,5,229.05,20.61
65414,17,4,835.98,16.72
65414,6,3,345.27,34.53
65414,3,9,959.40,9.59
65414,14,4,193.47,9.67
65415,16,9,872.56,69.80
65416,20,9,904.09,54.25
65416,2,8,229.05,4.58
65417,18,10,817.73,8.18
65418,8,9,267.22,21.38
65418,19,9,798.36,0.00
65418,11,9,528.31,10.57
65419,13,7,236.78,9.47
65419,14,6,193.47,13.54
65420,14,6,193.47,0.00
65421,18,2,817.73,81.77
65421,18,8,817.73,40.89
65421,10,8,820.94,8.21
65422,10,5,820.94,73.88
65423,4,2,664.36,13.29
65423,18,3,817.73,73.60
65423,17,4,835.98,16.72
65424,5,2,105.06,7.35
65425,2,3,229.05,11.45
65425,12,9,491.65,24.58
65425,20,5,904.09,18.08
65425,11,2,528.31,42.26
65426,3,6,959.40,86.35
65426,2,3,229.05,2.29
65426,7,3,439.56,4.40
65427,10,3,820.94,49.26
65427,9,6,247.20,12.36
65428,16,1,872.56,87.26
65428,11,10,528.31,26.42
65429,18,9,817.73,16.35
65429,6,4,345.27,20.72
65430,15,4,252.50,10.10
65430,12,10,491.65,14.75
65431,10,8,820.94,32.84
65431,10,7,820.94,8.21
65431,15,4,252.50,20.20
65432,1,3,190.94,1.91
65432,13,1,236.78,0.00
65432,1,7,190.94,1.91
65433,20,10,904.09,18.08
65434,19,6,798.36,39.92
65434,16,3,872.56,43.63
65434,8,9,267.22,18.71
65434,8,9,267.22,26.72
65435,6,9,345.27,10.36
65436,19,2,798.36,71.85
65437,7,10,439.56,13.19
65438,16,1,872.56,52.35
65439,6,7,345.27,27.62
65439,6,4,345.27,13.81
65439,19,3,798.36,15.97
65440,8,6,267.22,8.02
65441,12,10,491.65,49.17
65441,17,1,835.98,0.00
65442,5,8,105.06,9.46
65442,2,5,229.05,13.74
65442,13,10,236.78,2.37
65443,9,5,247.20,4.94
65444,19,9,798.36,47.90
65444,18,9,817.73,32.71
65444,7,6,439.56,39.56
65444,16,4,872.56,8.73
65445,9,6,247.20,7.42
65446,17,3,835.98,8.36
65447,19,8,798.36,23.95
65448,9,4,247.20,12.36
65449,7,1,439.56,21.98
65450,19,8,798.36,79.84
65451,4,8,664.36,39.86
65452,4,5,664.36,6.64
65452,1,6,190.94,0.00
65452,5,8,105.06,3.15
65453,3,8,959.40,0.00
65453,5,5,105.06,7.35
65454,6,5,345.27,24.17
65454,2,6,229.05,16.03
65454,8,8,267.22,24.05
65455,6,9,345.27,17.26
65456,16,7,872.56,61.08
65456,17,6,835.98,41.80
65456,9,1,247.20,24.72
65457,18,7,817.73,0.00
65458,18,1,817.73,49.06
65459,10,3,820.94,65.68
65459,14,5,193.47,19.35
65459,8,6,267.22,10.69
65460,2,10,229.05,6.87
65461,1,4,190.94,7.64
65461,8,3,267.22,21.38
65461,10,3,820.94,65.68
65462,11,1,528.31,15.85
65462,4,8,664.36,39.86
65463,14,7,193.47,13.54
65464,1,9,190.94,15.28
65464,4,10,664.36,53.15
65465,14,9,193.47,0.00
65465,2,1,229.05,20.61
65465,19,7,798.36,63.87
65466,10,6,820.94,32.84
65466,14,5,193.47,13.54
65467,15,8,252.50,22.72
65468,2,5,229.05,16.03
65468,14,3,193.47,11.61
65468,16,1,872.56,61.08
65469,2,3,229.05,4.58
65470,19,1,798.36,47.90
65471,16,7,872.56,26.18
65472,10,2,820.94,8.21
65473,14,6,193.47,9.67
65474,6,7,345.27,13.81
65475,2,2,229.05,18.32
65475,19,4,798.36,15.97
65475,15,6,252.50,5.05
65475,12,5,491.65,24.58
65476,19,2,798.36,47.90
65476,4,8,664.36,33.22
65476,9,9,247.20,12.36
65477,16,1,872.56,87.26
65478,8,2,267.22,21.38
65479,16,3,872.56,69.80
65480,19,4,798.36,23.95
65481,7,5,439.56,35.16
65482,2,8,229.05,11.45
65482,19,7,798.36,47.90
65482,9,2,247.20,19.78
65483,3,1,959.40,19.19
65484,10,3,820.94,0.00
65485,13,8,236.78,16.57
65486,19,4,798.36,31.93
65487,17,9,835.98,0.00
65488,11,10,528.31,31.70
65489,19,1,798.36,39.92
65489,10,1,820.94,65.68
65489,5,4,105.06,7.35
65490,15,8,252.50,20.20
65491,16,4,872.56,52.35
65491,15,2,252.50,10.10
65492,4,10,664.36,39.86
65492,7,8,439.56,30.77
65493,11,10,528.31,52.83
65494,20,1,904.09,27.12
65494,6,2,345.27,6.91
65495,15,2,252.50,10.10
65496,5,6,105.06,8.40
65497,17,4,835.98,83.60
65498,4,6,664.36,39.86
65498,13,6,236.78,9.47
65498,11,3,528.31,10.57
65498,6,3,345.27,13.81
65499,16,10,872.56,78.53
65499,7,8,439.56,21.98
65500,11,9,528.31,0.00
65500,5,8,105.06,0.00
65501,9,4,247.20,0.00
65501,1,2,190.94,5.73
65502,7,8,439.56,8.79
65503,7,2,439.56,8.79
65503,12,3,491.65,39.33
65504,19,10,798.36,0.00
65505,18,2,817.73,24.53
65505,15,4,252.50,17.68
65505,19,2,798.36,23.95
65506,6,5,345.27,27.62
65507,19,7,798.36,39.92
65508,19,10,798.36,47.90
65508,8,2,267.22,0.00
65509,15,1,252.50,17.68
65510,14,1,193.47,15.48
65510,19,6,798.36,63.87
65510,1,8,190.94,9.55
65511,4,8,664.36,6.64
65512,1,10,190.94,11.46
65513,8,3,267.22,26.72
65513,14,7,193.47,17.41
65513,16,5,872.56,8.73
65514,16,9,872.56,8.73
65514,1,4,190.94,9.55
65515,16,9,872.56,17.45
65515,4,6,664.36,59.79
65515,19,4,798.36,55.89
65515,16,10,872.56,34.90
65516,15,6,252.50,0.00
65516,8,9,267.22,18.71
65516,9,3,247.20,17.30
65516,15,5,252.50,0.00
65517,3,4,959.40,0.00
65518,7,9,439.56,39.56
65518,19,4,798.36,71.85
65518,15,5,252.50,20.20
65519,3,3,959.40,67.16
65520,16,3,872.56,26.18
65521,11,3,528.31,15.85
65521,4,9,664.36,53.15
65522,14,4,193.47,0.00
65522,5,8,105.06,7.35
65523,5,8,105.06,1.05
65523,12,2,491.65,34.42
65523,14,6,193.47,11.61
65523,4,8,664.36,53.15
65524,10,6,820.94,0.00
65524,12,5,491.65,44.25
65524,14,4,193.47,5.80
65525,17,7,835.98,83.60
65525,14,10,193.47,1.93
65525,6,8,345.27,31.07
65526,15,1,252.50,2.53
65526,16,5,872.56,17.45
65526,18,10,817.73,57.24
65527,12,9,491.65,0.00
65528,18,6,817.73,16.35
65528,14,9,193.47,3.87
65528,13,9,236.78,16.57
65529,18,1,817.73,16.35
65529,8,6,267.22,13.36
65529,9,8,247.20,17.30
65530,20,1,904.09,27.12
65531,2,10,229.05,2.29
65531,2,8,229.05,22.91
65532,5,2,105.06,7.35
65532,14,8,193.47,5.80
65533,16,7,872.56,61.08
65534,4,6,664.36,46.51
65535,7,10,439.56,17.58
65535,8,8,267.22,10.69
65536,13,9,236.78,21.31
65537,6,6,345.27,17.26
65537,10,10,820.94,49.26
65538,1,1,190.94,19.09
65538,4,1,664.36,39.86
65538,4,4,664.36,46.51
65539,19,10,798.36,63.87
65539,11,4,528.31,21.13
65539,4,6,664.36,33.22
65540,17,4,835.98,41.80
65541,2,4,229.05,20.61
65542,6,1,345.27,10.36
65543,10,10,820.94,65.68
65544,4,5,664.36,13.29
65545,15,6,252.50,0.00
65545,20,8,904.09,18.08
65545,10,9,820.94,73.88
65546,12,8,491.65,0.00
65547,5,5,105.06,3.15
65547,11,3,528.31,36.98
65547,14,5,193.47,5.80
65548,12,3,491.65,39.33
65549,12,10,491.65,9.83
65549,19,2,798.36,47.90
65549,17,1,835.98,66.88
65550,13,9,236.78,21.31
65550,2,3,229.05,0.00
65550,9,6,247.20,17.30
65551,2,4,229.05,9.16
65552,16,4,872.56,17.45
65552,16,3,872.56,87.26
65552,6,4,345.27,10.36
65553,8,8,267.22,0.00
65554,17,8,835.98,75.24
65555,16,2,872.56,69.80
65555,16,9,872.56,52.35
65555,4,6,664.36,53.15
65556,16,9,872.56,34.90
65556,11,8,528.31,42.26
65557,3,10,959.40,0.00
65558,12,8,491.65,49.17
65558,10,7,820.94,16.42
65559,15,5,252.50,5.05
65560,11,9,528.31,10.57
65561,19,9,798.36,0.00
65562,9,3,247.20,7.42
65562,4,4,664.36,53.15
65562,8,4,267.22,13.36
65563,10,8,820.94,41.05
65564,2,6,229.05,20.61
65565,1,7,190.94,7.64
65565,9,10,247.20,14.83
65565,20,4,904.09,90.41
65566,10,6,820.94,24.63
65567,6,2,345.27,17.26
65567,7,5,439.56,0.00
65568,5,6,105.06,1.05
65568,18,5,817.73,73.60
65569,14,3,193.47,13.54
65569,19,3,798.36,7.98
65570,7,6,439.56,17.58
65571,9,2,247.20,9.89
65572,19,4,798.36,79.84
65572,19,10,798.36,63.87
65572,9,6,247.20,17.30
65573,19,3,798.36,71.85
65574,10,4,820.94,41.05
65575,11,9,528.31,52.83
65575,20,7,904.09,72.33
65575,19,8,798.36,55.89
65576,10,5,820.94,57.47
65576,18,10,817.73,73.60
65577,4,2,664.36,19.93
65578,16,6,872.56,34.90
65578,12,8,491.65,44.25
65578,9,3,247.20,2.47
65579,10,1,820.94,32.84
65579,5,7,105.06,3.15
65580,12,7,491.65,29.50
65580,11,9,528.31,0.00
65580,12,6,491.65,24.58
65580,17,8,835.98,0.00
65581,17,7,835.98,75.24
65582,4,9,664.36,26.57
65582,13,4,236.78,4.74
65583,15,7,252.50,5.05
65584,14,1,193.47,1.93
65585,19,10,798.36,63.87
65585,6,3,345.27,27.62
65585,7,1,439.56,21.98
65586,9,3,247.20,12.36
65586,5,10,105.06,2.10
65586,8,6,267.22,24.05
65587,19,7,798.36,0.00
65587,5,5,105.06,5.25
65587,19,5,798.36,55.89
65588,2,9,229.05,9.16
65589,12,6,491.65,29.50
65590,12,3,491.65,29.50
65590,5,2,105.06,1.05
65590,2,3,229.05,16.03
65591,16,1,872.56,34.90
65591,6,2,345.27,13.81
65591,6,9,345.27,6.91
65592,2,6,229.05,16.03
65593,14,1,193.47,0.00
65594,8,9,267.22,2.67
65595,15,6,252.50,10.10
65596,11,6,528.31,52.83
65596,16,10,872.56,43.63
65597,14,1,193.47,0.00
65597,15,8,252.50,15.15
65598,10,8,820.94,57.47
65598,2,2,229.05,11.45
65599,10,1,820.94,65.68
65600,1,2,190.94,19.09
65600,18,2,817.73,57.24
65601,8,7,267.22,2.67
65602,20,5,904.09,45.20
65603,8,2,267.22,16.03
65603,9,9,247.20,14.83
65603,17,1,835.98,83.60
65604,10,6,820.94,24.63
65604,7,7,439.56,43.96
65604,20,3,904.09,90.41
65605,3,6,959.40,95.94
65606,1,3,190.94,15.28
65607,10,2,820.94,73.88
65607,5,7,105.06,2.10
65608,16,9,872.56,26.18
65608,17,4,835.98,16.72
65608,7,8,439.56,30.77
65609,16,3,872.56,43.63
65610,16,6,872.56,8.73
65610,14,1,193.47,9.67
65610,19,1,798.36,31.93
65611,3,2,959.40,9.59
65612,9,7,247.20,19.78
65613,1,1,190.94,9.55
65613,18,8,817.73,24.53
65613,16,6,872.56,52.35
65614,5,2,105.06,7.35
65615,11,5,528.31,36.98
65616,2,4,229.05,20.61
65616,12,9,491.65,19.67
65617,5,10,105.06,10.51
65618,8,5,267.22,16.03
65618,18,4,817.73,40.89
65619,4,10,664.36,0.00
65619,2,4,229.05,18.32
65619,9,5,247.20,12.36
65620,13,7,236.78,2.37
65621,8,9,267.22,8.02
65622,16,3,872.56,26.18
65623,14,1,193.47,5.80
65623,8,1,267.22,13.36
65623,7,6,439.56,8.79
65623,13,4,236.78,14.21
65624,16,3,872.56,17.45
65624,10,9,820.94,82.09
65624,14,1,193.47,3.87
65625,12,9,491.65,24.58
65626,6,7,345.27,20.72
65626,3,8,959.40,0.00
65626,13,6,236.78,14.21
65627,14,1,193.47,9.67
65627,6,2,345.27,31.07
65627,9,10,247.20,24.72
65627,4,1,664.36,46.51
65628,3,10,959.40,76.75
65629,17,9,835.98,16.72
65629,20,9,904.09,0.00
65629,18,2,817.73,57.24
65630,17,4,835.98,58.52
65630,12,6,491.65,0.00
65630,8,6,267.22,0.00
65630,2,8,229.05,0.00
65631,6,9,345.27,31.07
65631,3,5,959.40,86.35
65632,16,6,872.56,8.73
65632,4,2,664.36,46.51
65632,13,10,236.78,11.84
65633,9,10,247.20,24.72
65633,2,6,229.05,18.32
65633,12,6,491.65,39.33
65634,11,3,528.31,10.57
65635,14,10,193.47,1.93
65636,18,5,817.73,32.71
65636,15,4,252.50,15.15
65636,2,1,229.05,16.03
65636,11,4,528.31,0.00
65637,3,4,959.40,9.59
65638,13,1,236.78,4.74
65639,4,7,664.36,13.29
65640,17,4,835.98,41.80
65640,6,4,345.27,6.91
65641,2,5,229.05,20.61
65641,4,8,664.36,39.86
65642,8,10,267.22,2.67
65643,4,4,664.36,39.86
65643,13,10,236.78,16.57
65644,1,5,190.94,3.82
65644,16,7,872.56,61.08
65644,13,3,236.78,18.94
65645,13,2,236.78,11.84
65645,9,4,247.20,19.78
65645,9,6,247.20,2.47
65646,5,8,105.06,7.35
65646,16,8,872.56,61.08
65646,14,2,193.47,15.48
65647,16,8,872.56,34.90
65647,2,5,229.05,9.16
65648,1,10,190.94,1.91
65648,17,6,835.98,50.16
65648,1,8,190.94,19.09
65649,2,8,229.05,0.00
65650,5,5,105.06,7.35
65650,4,9,664.36,13.29
65650,5,6,105.06,6.30
65651,17,2,835.98,25.08
65651,1,1,190.94,5.73
65651,9,1,247.20,22.25
65652,5,2,105.06,6.30
65653,20,4,904.09,36.16
65654,4,3,664.36,13.29
65655,5,9,105.06,5.25
65655,8,10,267.22,21.38
65656,2,8,229.05,16.03
65657,2,9,229.05,11.45
65657,14,4,193.47,11.61
65657,14,9,193.47,1.93
65658,19,10,798.36,79.84
65659,16,5,872.56,8.73
65660,11,1,528.31,26.42
65661,16,3,872.56,0.00
65661,15,10,252.50,12.63
65661,10,9,820.94,16.42
65662,3,5,959.40,0.00
65662,5,5,105.06,9.46
65663,11,1,528.31,5.28
65663,15,4,252.50,5.05
65663,14,3,193.47,13.54
65664,13,8,236.78,11.84
65665,14,5,193.47,5.80
65666,11,1,528.31,52.83
65667,18,8,817.73,65.42
65667,14,10,193.47,15.48
65667,2,9,229.05,11.45
65668,4,2,664.36,26.57
65669,6,9,345.27,10.36
65669,8,1,267.22,10.69
65669,6,2,345.27,20.72
65670,10,3,820.94,57.47
65671,9,9,247.20,0.00
65672,15,1,252.50,12.63
65672,6,9,345.27,24.17
65672,13,8,236.78,18.94
65673,4,9,664.36,46.51
65673,8,3,267.22,21.38
65674,6,10,345.27,34.53
65675,14,9,193.47,7.74
65676,12,2,491.65,19.67
65677,1,6,190.94,9.55
65677,12,7,491.65,49.17
65677,8,5,267.22,10.69
65678,5,6,105.06,0.00
65679,4,5,664.36,0.00
65679,8,10,267.22,8.02
65680,7,5,439.56,35.16
65681,15,4,252.50,10.10
65681,5,9,105.06,2.10
65682,17,6,835.98,33.44
65682,16,5,872.56,61.08
65682,17,1,835.98,16.72
65682,16,2,872.56,17.45
65683,9,7,247.20,14.83
65684,6,10,345.27,0.00
65685,8,3,267.22,8.02
65685,1,5,190.94,0.00
65685,16,6,872.56,0.00
65685,7,5,439.56,17.58
65686,16,1,872.56,0.00
65686,18,7,817.73,65.42
65686,19,6,798.36,15.97
65687,16,8,872.56,17.45
65687,20,4,904.09,54.25
65688,6,5,345.27,13.81
65689,19,1,798.36,47.90
65690,19,5,798.36,79.84
65690,18,3,817.73,40.89
65691,17,9,835.98,25.08
65692,1,3,190.94,11.46
65692,18,1,817.73,8.18
65692,4,5,664.36,53.15
65693,8,10,267.22,18.71
65693,3,3,959.40,95.94
65694,12,8,491.65,34.42
65694,14,7,193.47,13.54
65695,18,2,817.73,40.89
65695,17,5,835.98,66.88
65695,10,9,820.94,49.26
65696,5,5,105.06,8.40
65697,17,6,835.98,41.80
65698,2,5,229.05,2.29
65698,17,6,835.98,58.52
65698,13,3,236.78,21.31
65699,17,8,835.98,66.88
65700,4,4,664.36,13.29
65701,14,7,193.47,0.00
65702,4,4,664.36,6.64
65703,18,2,817.73,40.89
65704,8,4,267.22,26.72
65704,3,8,959.40,19.19
65704,20,6,904.09,18.08
65705,4,10,664.36,26.57
65705,18,1,817.73,65.42
65705,19,3,798.36,23.95
65705,2,7,229.05,13.74
65706,7,8,439.56,30.77
65707,9,3,247.20,24.72
65707,17,10,835.98,58.52
65708,14,3,193.47,1.93
65708,16,3,872.56,34.90
65708,17,9,835.98,33.44
65709,13,3,236.78,11.84
65710,1,8,190.94,0.00
65711,14,5,193.47,13.54
65711,19,5,798.36,23.95
65711,18,9,817.73,24.53
65711,20,7,904.09,90.41
65712,2,6,229.05,22.91
65713,5,7,105.06,3.15
65713,11,1,528.31,42.26
65713,9,6,247.20,7.42
65714,4,5,664.36,13.29
65714,11,10,528.31,15.85
65715,9,6,247.20,7.42
65715,13,4,236.78,0.00
65715,13,5,236.78,14.21
65715,20,8,904.09,54.25
65716,16,1,872.56,0.00
65716,19,8,798.36,55.89
65717,14,3,193.47,7.74
65717,3,6,959.40,57.56
65717,16,7,872.56,34.90
65718,3,8,959.40,28.78
65719,19,2,798.36,15.97
65719,2,10,229.05,2.29
65720,11,7,528.31,52.83
65720,4,9,664.36,0.00
65721,15,2,252.50,0.00
65722,1,5,190.94,3.82
65722,10,6,820.94,32.84
65722,6,1,345.27,31.07
65723,3,9,959.40,9.59
65724,16,10,872.56,34.90
65725,18,2,817.73,49.06
65725,5,4,105.06,5.25
65725,1,4,190.94,1.91
65726,13,7,236.78,2.37
65726,2,8,229.05,9.16
65727,15,7,252.50,20.20
65727,6,7,345.27,0.00
65727,10,2,820.94,32.84
65728,3,7,959.40,9.59
65728,17,4,835.98,33.44
65728,20,2,904.09,81.37
65729,8,3,267.22,10.69
65729,3,10,959.40,86.35
65729,6,6,345.27,20.72
65730,19,7,798.36,71.85
65731,17,2,835.98,0.00
65732,1,5,190.94,7.64
65732,20,2,904.09,63.29
65732,5,4,105.06,2.10
65733,12,8,491.65,39.33
65733,3,8,959.40,28.78
65734,12,5,491.65,9.83
65735,9,5,247.20,4.94
65735,13,3,236.78,21.31
65736,13,7,236.78,7.10
65737,15,1,252.50,22.72
65738,10,8,820.94,73.88
65739,1,8,190.94,5.73
65739,18,1,817.73,49.06
65740,17,9,835.98,66.88
65741,3,5,959.40,57.56
65742,14,7,193.47,5.80
65742,10,8,820.94,32.84
65743,1,2,190.94,15.28
65744,15,10,252.50,17.68
65745,19,9,798.36,47.90
65745,9,1,247.20,9.89
65746,15,1,252.50,22.72
65747,19,9,798.36,7.98
65747,7,10,439.56,8.79
65748,7,9,439.56,17.58
65748,19,1,798.36,79.84
65748,10,10,820.94,49.26
65749,20,5,904.09,36.16
65750,10,2,820.94,8.21
65750,15,10,252.50,5.05
65751,4,10,664.36,26.57
65752,6,2,345.27,0.00
65753,15,6,252.50,7.57
65753,6,4,345.27,24.17
65753,11,9,528.31,31.70
65753,20,8,904.09,90.41
65754,5,2,105.06,3.15
65754,17,10,835.98,58.52
65755,1,7,190.94,19.09
65756,4,7,664.36,6.64
65757,15,2,252.50,12.63
65757,12,7,491.65,14.75
65757,16,6,872.56,0.00
65758,19,6,798.36,79.84
65759,18,3,817.73,0.00
65760,1,1,190.94,11.46
65761,6,2,345.27,34.53
65761,16,6,872.56,17.45
65762,9,5,247.20,19.78
65763,1,4,190.94,1.91
65763,4,4,664.36,13.29
65764,12,6,491.65,4.92
65765,9,2,247.20,19.78
65766,15,4,252.50,5.05
65767,9,6,247.20,0.00
65768,1,1,190.94,13.37
65768,6,3,345.27,24.17
65769,2,8,229.05,13.74
65770,2,4,229.05,18.32
65771,8,6,267.22,21.38
65772,10,9,820.94,73.88
65773,3,6,959.40,28.78
65773,17,4,835.98,58.52
65773,10,10,820.94,8.21
65773,8,8,267.22,26.72
65774,1,3,190.94,17.18
65774,18,2,817.73,81.77
65775,8,4,267.22,26.72
65776,17,8,835.98,75.24
65776,7,1,439.56,21.98
65776,10,9,820.94,32.84
65777,10,7,820.94,24.63
65777,18,4,817.73,32.71
65778,4,10,664.36,26.57
65779,5,1,105.06,3.15
65780,11,10,528.31,0.00
65781,3,2,959.40,47.97
65782,11,10,528.31,5.28
65782,9,10,247.20,7.42
65783,17,1,835.98,58.52
65783,1,3,190.94,5.73
65784,9,2,247.20,22.25
65784,13,7,236.78,21.31
65785,18,3,817.73,0.00
65785,14,1,193.47,9.67
65785,13,9,236.78,7.10
65785,11,3,528.31,47.55
65786,12,1,491.65,0.00
65787,14,10,193.47,5.80
65788,12,8,491.65,49.17
65788,3,7,959.40,38.38
65788,7,10,439.56,4.40
65789,14,2,193.47,13.54
65790,5,2,105.06,3.15
65791,19,6,798.36,55.89
65791,6,5,345.27,17.26
65792,1,3,190.94,7.64
65793,1,6,190.94,9.55
65793,16,4,872.56,8.73
65794,10,8,820.94,57.47
